town_name,municipality
Eldorado Park South,city-power-7
Freedom Park,city-power-7
Goldev,city-power-7
Goudkoppies,city-power-7
Klipriviersoog,city-power-7
Klipriviersoog Estate,city-power-7
Klipspruit West,city-power-7
Kliptown,city-power-7
Nancefield,city-power-7
Nancefield Ext,city-power-7
Nancefield Industria,city-power-7
Oliefantsvlei,city-power-7
Race Course,city-power-7
Slovo Park,city-power-7
Baragwanath,city-power-7
Doornkop,city-power-7
Ellias Motswaledi,city-power-7
Orlando Ekhaya,city-power-7
SAP 13,city-power-7
Santa,city-power-7
UJ Soweto Campus,city-power-7
Baragwanath Academic Hospital,city-power-7
Kliptown RDP,city-power-7
Soweto Military Base,city-power-7
Bruma,city-power-7
Cyrildene,city-power-7
De Wetshof,city-power-7
Lorentzville,city-power-7
Observatory,city-power-7
Reynolds View,city-power-7
Bezuidenhout Valley,city-power-7
Kensington,city-power-7
Troyville,city-power-7
Malvern,city-power-7
Bertrams,city-power-7
Sandringham,city-power-8
Alexandra Ext,city-power-8
Alexandra South,city-power-8
East Bank,city-power-8
Far East Bank,city-power-8
Alexandra Mall,city-power-8
Setswetla,city-power-8
Tsutsumani,city-power-8
Bellevue,city-power-8
Bellevue East,city-power-8
Bellevue Ext,city-power-8
Linksfield Ridge,city-power-8
Yeoville,city-power-8
Houghton West,city-power-8
Atholl,city-power-9
Atholl Gardens,city-power-9
Birnam,city-power-9
Bramley Park,city-power-9
Bramley View,city-power-9
Corlett Gardens,city-power-9
Crystal Gardens,city-power-9
Dunsevern,city-power-9
Fairmount,city-power-9
Fairvale,city-power-9
Glenhazel,city-power-9
Glenkay,city-power-9
Highlands North,city-power-9
Lombardy East ( West Side ),city-power-9
Lombardy West,city-power-9
Lyndhurst,city-power-9
Percelia Estate,city-power-9
Percilia,city-power-9
Percilia Ext,city-power-9
Raedene,city-power-9
Rembrandt Park,city-power-9
Rembrandt Ridge,city-power-9
Savoy,city-power-9
Savoy Estate,city-power-9
Silvamont,city-power-9
Talboton,city-power-9
View Crest,city-power-9
Waverley,city-power-9
Whitney Gardens,city-power-9
Abbotsford,city-power-9
Athollhurst Ext,city-power-9
Birdhaven,city-power-9
Bramely,city-power-9
Bramley Gardens,city-power-9
Bramley North,city-power-9
Casey Park,city-power-9
Cheltondale,city-power-9
Chislehurston,city-power-9
Dunkeld,city-power-9
Elton Hill,city-power-9
Fairways,city-power-9
Far East Bank,city-power-9
Geluksdal,city-power-9
Glensan,city-power-9
Grassmere,city-power-9
Gresswold,city-power-9
Hawkins Estates,city-power-9
Houghton Estate,city-power-9
Houghton South,city-power-9
Hyde Park East,city-power-9
Illovo,city-power-9
Inanda,city-power-9
Kent Park,city-power-9
Kent View,city-power-9
Kew,city-power-9
Kiasha Park,city-power-9
Kiasha Park Ext,city-power-9
Lombardy East ( East Side ),city-power-9
Melrose,city-power-9
Melrose Arch,city-power-9
Melrose Estate,city-power-9
Melrose Ext 1,city-power-9
Melrose Ext 2,city-power-9
Melrose North,city-power-9
Migson Manor,city-power-9
Migson Triangle,city-power-9
Moodey Hill,city-power-9
Mountainview,city-power-9
Norwood,city-power-9
Oaklands,city-power-9
Raumarais Park,city-power-9
River Park,city-power-9
Riviera,city-power-9
Rosebank East,city-power-9
Sandhurst,city-power-9
Sunningdale,city-power-9
Sunningdale Ridge,city-power-9
Unaville,city-power-9
Wierda Valley,city-power-9
Winston Ridge,city-power-9
Wynberg,city-power-9
Johannesburg High Court,city-power-10
HalfwayHouse,city-power-10
Liquid Telecommunications,city-power-10
Klipfontein View,city-power-10
Doornfontein,city-power-10
Ellis Park,city-power-10
Fairview,city-power-10
New Doornfontein,city-power-10
Siemert,city-power-10
Troyville,city-power-10
New Centre,city-power-10
Park Central,city-power-10
Salisbury Claims,city-power-10
Salisbury Claims Ext,city-power-10
Salisbury Claims Ext 1,city-power-10
Selby,city-power-10
Selby Ext,city-power-10
Village Deep,city-power-10
Village Main,city-power-10
Jeppe West,city-power-10
Johannesburg CBD,city-power-10
Troyevvile,city-power-10
Klipfontein,city-power-10
Beverley Gardens,city-power-10
Boskruin,city-power-10
Boskruin Ext,city-power-10
Bromhof,city-power-10
Bush Hill Estate,city-power-10
Daniel Brink Park,city-power-10
Ferndale,city-power-10
Grosvenor,city-power-10
Kelland,city-power-10
Malanshof,city-power-10
Moret,city-power-10
President Ridge,city-power-10
Rand Park Ridge,city-power-10
RandPark,city-power-10
RandPark Ridge,city-power-10
Ruiterhof,city-power-10
SonneGlans,city-power-10
SonneGlans Ext,city-power-10
SonneGlans Ext 17,city-power-10
Strydom Park,city-power-10
Strydom Park Ext,city-power-10
Ennerdale,city-power-10
Ennerdale Ext,city-power-10
Ennerdale Ext 1,city-power-10
Ennerdale Ext 2,city-power-10
Ennerdale Ext 3,city-power-10
Ennerdale Ext 4,city-power-10
Ennerdale Ext 5 And 6,city-power-10
Ennerdale South,city-power-10
HalfwayHouse Ext 41,city-power-10
Mill Hill,city-power-11
Allen'snek,city-power-11
Amarosa,city-power-11
Boundary Park,city-power-11
Boundary Park Ext,city-power-11
Bush Hill,city-power-11
Constantia Kloof,city-power-11
Harveston,city-power-11
Honeydew,city-power-11
Honeydew Ext,city-power-11
Kelly Ridge,city-power-11
Laser Park,city-power-11
Panorama,city-power-11
Poortview,city-power-11
Radiokop,city-power-11
Ruimsig,city-power-11
Strubens Valley,city-power-11
Weltevreden Park,city-power-11
Wilgeheuwel,city-power-11
Clearwater,city-power-11
Eagle Canyon,city-power-11
Tresjolie,city-power-11
Alsef,city-power-11
Kimbult,city-power-11
Zonnehoeve,city-power-11
Willowbrook,city-power-11
Little Falls,city-power-11
Douglasdale,city-power-11
Bryanston Ext.25:27:3:39:45,city-power-11
Hopefield,city-power-11
Lawley Ext 1,city-power-11
Commercia,city-power-11
Mayibuye,city-power-11
Rabie Ridge,city-power-11
Rabie Ridge Ext 4 And 5,city-power-11
Austin View,city-power-11
Bryanston North,city-power-12
Bryanston North East,city-power-12
Bryanston,city-power-12
Bellavista Estate,city-power-12
Eastcliff,city-power-12
Elands Park,city-power-12
ELCEDES,city-power-12
Elladoone,city-power-12
Frampton East,city-power-12
GLENEAGLES,city-power-12
GLENEAGLES EXT,city-power-12
Glenesk,city-power-12
Haddon,city-power-12
Kenilworth,city-power-12
Kenilworth Ext,city-power-12
Klipriviersberg,city-power-12
La Rochelle,city-power-12
Lindberg Park,city-power-12
Linmeyer,city-power-12
Oakdene,city-power-12
Oospoort Ext 1,city-power-12
Pioneer,city-power-12
Regency,city-power-12
Regents Park,city-power-12
Reuven,city-power-12
Rewlatch,city-power-12
Rewlatch Ext,city-power-12
Ridgeway,city-power-12
Ridgeway South,city-power-12
Risana,city-power-12
Roseacre,city-power-12
Rosettenville,city-power-12
Rosettenville And Ext,city-power-12
Rosherville,city-power-12
South Hills,city-power-12
Southcrest,city-power-12
Spes Bona,city-power-12
Springfield,city-power-12
Stafford,city-power-12
The Gables,city-power-12
The Gables Ext,city-power-12
The Hill,city-power-12
The Hill Ext,city-power-12
Towerby,city-power-12
Townsview,city-power-12
Trojan,city-power-12
Tulisa Park,city-power-12
Turf Club,city-power-12
Turffontein,city-power-12
Unigrey,city-power-12
Wemmer,city-power-12
West Turffontein,city-power-12
West Turffontein Ext,city-power-12
Wychwood,city-power-12
Wychwood Ext,city-power-12
Winchester Hills Ext,city-power-12
Paarlshoop,city-power-12
Bosmont,city-power-12
Croesus,city-power-12
Industria,city-power-12
Industria West,city-power-12
Longdale,city-power-12
Riverlea,city-power-12
Rossmore,city-power-12
Langlaagte,city-power-12
Bergbron,city-power-12
Delarey,city-power-12
Florida Glen,city-power-12
Quellerina,city-power-12
West Lake,city-power-12
Glen Lea,city-power-12
Devon Valley,city-power-12
Northcliff Ext 19,city-power-12
Banfield,city-power-12
Granville,city-power-12
Florida,city-power-12
Mechanical Workshop,city-power-12
Fleurhof,city-power-12
Forest Hill,city-power-12
Bryanbrink,city-power-12
Country Life Park,city-power-12
Cramerview,city-power-12
Moffatview,city-power-12
Carlton Centre,city-power-13
City And Suburban,city-power-13
Johannesburg CBD,city-power-13
Johannesburg City,city-power-13
Marshalltown,city-power-13
Lakeview,city-power-13
Selby South,city-power-13
Vasco Da Gama,city-power-13
Malrboro,city-power-13
Alexandra,city-power-13
Marlboro Gardens,city-power-13
Dunkeld,city-power-13
Dunkeld West,city-power-13
Hyde Park,city-power-13
Killarney,city-power-13
Rosebank,city-power-13
Rosebank Mall,city-power-13
Saxonwold East,city-power-13
Upper Houghton,city-power-13
Dunkeld West Ext 2,city-power-13
Killarney Mall,city-power-13
Albertskroon,city-power-13
Braamfontein,city-power-13
Parktown West,city-power-13
Wits,city-power-13
Beeaulieu,city-power-14
Parklane Clinic,city-power-14
Parktown East,city-power-14
Parktown North,city-power-14
Parktown North (East),city-power-14
Parkwood,city-power-14
Parkwood East,city-power-14
Hospital Hill 1,city-power-14
Hospital Hill 2,city-power-14
Lenasia Ext 24,city-power-14
Vlakfontein,city-power-14
Vlakfontein ext.1:2:3,city-power-14
Noordgesig,city-power-14
New Canada,city-power-14
Pennyville,city-power-14
Fleurhof,city-power-14
Charlotte Maxeke Academic Hospital,city-power-14
Comptonville,city-power-14
Eagles Nest,city-power-14
Kibler Park,city-power-14
Lenaron AH,city-power-14
Misgund,city-power-14
Naturena,city-power-14
Patlynn,city-power-14
Rispark,city-power-14
RWB Eikenhof,city-power-14
Southfork,city-power-14
Willowdene,city-power-14
Alvida,city-power-14
Armadale,city-power-14
Nasrec,city-power-14
Nasrec Extension,city-power-14
Cottesloe,city-power-14
Crosby,city-power-14
Garden City,city-power-14
Homestead Park,city-power-14
Jan Hofmeyer,city-power-14
Langlaagte,city-power-14
Mayfair,city-power-14
Mayfair North,city-power-14
Mayfair West,city-power-14
Mayfield Park,city-power-14
Micor Industrial,city-power-14
Milpark,city-power-14
Rossmore,city-power-14
SABC,city-power-14
Uitsaaisentrum,city-power-14
Vrededorp,city-power-14
Vredepark,city-power-14
Pageview,city-power-14
Sunnyside,city-power-14
Crown City,city-power-14
Crown City Ext,city-power-14
Crown North Ext 1,city-power-14
Crown North Ext 3,city-power-14
Ferreirasdorp,city-power-14
Ferreirasdorp Ext,city-power-14
Hyde Park A Settlement,city-power-14
Hyde Park West,city-power-14
Jacanlee,city-power-14
Linden Ext,city-power-14
Craighall Park East of Waterval,city-power-14
Victory Park Ext 4,city-power-14
Fontainebleau,city-power-14
Bagleyston,city-power-15
Fairwood,city-power-15
Fellside,city-power-15
FORBESDALE,city-power-15
Hawkins Estate,city-power-15
Houghton,city-power-15
Linksfield,city-power-15
Linksfield Ext,city-power-15
Linksfield North,city-power-15
Maryvale,city-power-15
Orange Grove,city-power-15
Rouxville,city-power-15
Rouxville Ext,city-power-15
Sandringham,city-power-15
Sydenham,city-power-15
The Gardens,city-power-15
Victoria,city-power-15
Cheltondale,city-power-15
Melrose Estate,city-power-15
Melrose Ext 1,city-power-15
Melrose Ext 2,city-power-15
Melrose North,city-power-15
Mountainview,city-power-15
Oaklands,city-power-15
Orchards,city-power-15
Haggie Steel Wire Rope,city-power-15
PPC Cement Jupiter,city-power-15
Crown,city-power-15
Crown Gardens,city-power-15
Crown Mines,city-power-15
Soccer City,city-power-15
Johannesburg Expo Centre,city-power-15
Theta,city-power-15
Fresh Produce Market,city-power-15
Hawken Estate,city-power-15
Mid Ennerdale,city-power-15
Belgravia,city-power-15
Benrose,city-power-15
Benrose Ext,city-power-15
Cleveland,city-power-15
Container Depot,city-power-15
Denver,city-power-15
Denver Ext,city-power-15
Heriotdale,city-power-15
Heriotdale Ext,city-power-15
Jeppe East,city-power-15
Kensington,city-power-15
Kensington Ext,city-power-15
Kensington South,city-power-15
Malvern,city-power-15
Malvern Ext,city-power-15
South Kensington,city-power-15
Droste Park,city-power-15
Jeppe West,city-power-15
City Deep,city-power-15
City Deep Ext,city-power-15
Electron,city-power-15
Steeldale,city-power-15
Cresta,city-power-15
East Town,city-power-15
Montroux,city-power-15
Randpark,city-power-15
Randpark Ridge,city-power-15
Robin Acres,city-power-15
Robindale,city-power-15
Valeriedene,city-power-15
Waterval Estate Ext 5,city-power-15
West Park,city-power-15
Windsor,city-power-15
Windsor East And West,city-power-15
Windsor Glen,city-power-15
Windsor Hill,city-power-15
Windsor Ridge,city-power-15
Lehae,city-power-15
Lehae Ext,city-power-15
Zakariya Park,city-power-15
Zakariya Park Ext,city-power-15
Zakariya Park Ext 4:5:6:7:8,city-power-15
Grobler Park,city-power-16
Groblerpark Ext,city-power-16
Lindhaven,city-power-16
Manufacta,city-power-16
Matholesville,city-power-16
Princess,city-power-16
Princess AH,city-power-16
Reefhaven,city-power-16
Roodepoort West,city-power-16
Witpoortjie,city-power-16
Davidsonville,city-power-16
Roodepoort,city-power-16
Roodepoort CBD,city-power-16
West Gate,city-power-16
Ballindean AH,city-power-16
Darrenwood,city-power-16
Northcliff Ext 7,city-power-16
Northcliff Ext 8,city-power-16
Northcliff Ext 9,city-power-16
Sharonlea Ext 17,city-power-16
Country View,city-power-16
Noordwyk,city-power-16
Sagewood ext.14,city-power-16
Bree Taxi Rank,city-power-16
Lenasia Extension 2,city-power-16
Lenasia Extension 4,city-power-16
Lenasia Extension 6,city-power-16
Lenasia Ext 1,city-power-16
Corporate Park,city-power-16
Doornkop,city-power-17
Ellias Motswaledi,city-power-17
Orlando Ekhaya,city-power-17
SAP 13,city-power-17
Santa,city-power-17
Kliptown RDP,city-power-17
Soweto Military Base,city-power-17
Hospital Hill 1,city-power-17
Hospital Hill 2,city-power-17
Lenasia Ext 24,city-power-17
Vlakfontein,city-power-17
Vlakfontein ext.1:2:3,city-power-17
Hopefield,city-power-17
Commercia,city-power-17
Mayibuye,city-power-17
Mayibuye Park,city-power-17
Rabie Ridge,city-power-17
Rabie Ridge Ext 4 And 5,city-power-17
Austin View,city-power-17
Alexandra Ext,city-power-17
Alexandra South,city-power-17
East Bank,city-power-17
Far East Bank,city-power-17
Alexandra Mall,city-power-17
Setswetla,city-power-17
Tsutsumani,city-power-17
Klipfontein View,city-power-17
Customer,city-power-18
Adelaide,eastern-cape-adelaide
Bedford,eastern-cape-bedford
Steytlerville,eastern-cape-steytlertville
Barkly East,eastern-cape-barklyeast
Bathurst,eastern-cape-bathurst
Burgersdorp,eastern-cape-burgersdorp
Butterworth, eastern-cape-Butterworth
Eastern Cape St francisbay,eastern-cape-capestfrancisbay
Eastern Cape Cathcart,eastern-cape-cathcart
Cradock,eastern-cape-cradock.csv
Dordrecht,eastern-cape-dordrecht
Dutywa,eastern-cape-Dutywa
Elliot,eastern-cape-elliot
George,eastern-cape-george
Graaf Reinet,eastern-cape-graaf-reinet
Grahamstown,eastern-cape-grahamstown
Hofmeyer, eastern-cape-hofmeyer
Humansdorp,eastern-cape-humansdorp
Indwe,eastern-cape-indwe
Jansenville,eastern-cape-jansenville
Jeffreys bay,eastern-cape-jeffreysbay
Kirkwood,eastern-cape-kirkwood
Komga,eastern-cape-komga
Lady Grey,eastern-cape-ladygrey
Maclear,eastern-cape-maclear
Marselle,eastern-cape-marselle
Matatiele,eastern-cape-Matatiele
Mbizana,eastern-cape-mbizana
Middleburg,eastern-cape-middleburg
Molteno,eastern-cape-molteno
Mthatha,eastern-cape-mthatha
Oviston,eastern-cape-oviston
Peddie,eastern-cape-peddie
Port Alfred,eastern-cape-portalfred
Queenstown,eastern-cape-queenstown
Sommerset East,eastern-cape-sommerseteast
Sterkskroon,eastern-cape-Sterkskroon
Steytlertville,eastern-cape-stfrancisbay
Stutterheim,eastern-cape-stutterheim
Tarkastad,eastern-cape-tarkastad
Teebus,eastern-cape-teebus
Ugie,eastern-cape-Ugie
Umtata,eastern-cape-umtata
Venterstad,eastern-cape-venterstad
Willowmore,eastern-cape-willowmore
Qwa qwa,free-state-qwa-qwa
Excelsior,free-state-excelsior
Ficksburg,free-state-ficksburg
Dewetsdorp,free-state-dewetsdorp
Welkombulk,free-state-welkombulk
Petrussteyn,free-state-petrussteyn
Vanstandensrus,free-state-vanstandensrus
Virginiatown,free-state-virginiatown
Koffiefontein,free-state-koffiefontein
Witsiekhoek,free-state-witsiekhoek
Cornelia,free-state-cornelia
Theunissen,free-state-theunissen
Kestell,free-state-kestell
Trompsburg,free-state-trompsburg
Seretse,free-state-seretse
Warden,free-state-warden
Luckhof,free-state-luckhof
Ek ondv van alice,free-state-ek-ondv-van-alice
Naleditownship,free-state-naleditownship
Dealesville,free-state-dealesville
W,free-state-w
Heilbron,free-state-heilbron
Ladybrand,free-state-ladybrand
Allanridge,free-state-allanridge
Frankfort,free-state-frankfort
Springfonteintown,free-state-springfonteintown
Clocolan,free-state-clocolan
Fouriesburg,free-state-fouriesburg
Fauresmigh,free-state-fauresmigh
Springfonteintruck(garage),free-state-springfonteintruck(garage)
Deneysville,free-state-deneysville
Tweeling,free-state-tweeling
Mangaung group 4,free-state-mangaung-group-4
Rosendal,free-state-rosendal
Zastron,free-state-zastron
Edenburg,free-state-edenburg
Wesselsbron,free-state-wesselsbron
Virginianorth,free-state-virginianorth
Tweespruit,free-state-tweespruit
Ezenzeleni,free-state-ezenzeleni
Rouxville,free-state-rouxville
Ipopeng,free-state-ipopeng
Lindley,free-state-lindley
Matoporong,free-state-matoporong
Ventersburg,free-state-ventersburg
Harrismith,free-state-harrismith
Bethlehem,free-state-bethlehem
Gariep,free-state-gariep
Vredefort,free-state-vredefort
Bultfontein,free-state-bultfontein
Tsheseng,free-state-tsheseng
Philipolis,free-state-philipolis
Riebeeckstad,free-state-riebeeckstad
Bethulie,free-state-bethulie
Vaalpark,free-state-vaalpark
Odendaalsrus,free-state-odendaalsrus
Viljoenskroon,free-state-viljoenskroon
Phiritona,free-state-phiritona
Groenvoerlande,free-state-groenvoerlande
Mangaung group 1,free-state-mangaung-group-1
Marquad,free-state-marquad
Hertzogville,free-state-hertzogville
Lesotho,free-state-lesotho
Parys,free-state-parys
Mangaung group 5,free-state-mangaung-group-5
Winburg,free-state-winburg
Panorama,free-state-panorama
Oranjeville,free-state-oranjeville
Petrusburg,free-state-petrusburg
Boshof,free-state-boshof
Koppies,free-state-koppies
Zamdela,free-state-zamdela
Mangaung group 3,free-state-mangaung-group-3
Flamingo,free-state-flamingo
Veerkerde vlei,free-state-veerkerde-vlei
Rweleleyathunya,free-state-rweleleyathunya
Steynsrus,free-state-steynsrus
Senekal,free-state-senekal
Edenville,free-state-edenville
Reddersburg,free-state-reddersburg
Reitz,free-state-reitz
Welkomtown,free-state-welkomtown
Ngwathemunic,free-state-ngwathemunic
Hennenman,free-state-hennenman
Jagersfontein,free-state-jagersfontein
Tshiame,free-state-tshiame
Smithfield,free-state-smithfield
Mangaung group 2,free-state-mangaung-group-2
Villiers,free-state-villiers
Fatengtshentsho,free-state-fatengtshentsho
Paulroux,free-state-paulroux
Mangaung group 6,free-state-mangaung-group-6
Bothaville,free-state-bothaville
Brandfort,free-state-brandfort
Phutaditjhaba,free-state-phutaditjhaba
Kroonstad,free-state-kroonstad
Wepener,free-state-wepener
Hoopstad,free-state-hoopstad
Alrode 2,gauteng-ekurhuleni-block-1
Alrode Ext 2:4:5:7:8,gauteng-ekurhuleni-block-1
Arndhart,gauteng-ekurhuleni-block-1
Meyersdal,gauteng-ekurhuleni-block-1
Brackenhurst,gauteng-ekurhuleni-block-1
Brackenhurst North,gauteng-ekurhuleni-block-1
Meyberry Park,gauteng-ekurhuleni-block-1
Thokoza North,gauteng-ekurhuleni-block-1
Alberts Park,gauteng-ekurhuleni-block-1
Randhart,gauteng-ekurhuleni-block-1
Brackendowns Excluding Ext 5,gauteng-ekurhuleni-block-1
Mayberry Park,gauteng-ekurhuleni-block-1
Generaal Alberts Park,gauteng-ekurhuleni-block-1
Thokoza North (mpilisweni And Phenduka And Basothong And Hostels),gauteng-ekurhuleni-block-1
Activia Park,gauteng-ekurhuleni-block-2
Barvallen,gauteng-ekurhuleni-block-2
Dawnview,gauteng-ekurhuleni-block-2
Delmore : Ulana Park,gauteng-ekurhuleni-block-2
Dukathole,gauteng-ekurhuleni-block-2
Fishers Hill,gauteng-ekurhuleni-block-2
Gerdview,gauteng-ekurhuleni-block-2
Henville,gauteng-ekurhuleni-block-2
Homestead,gauteng-ekurhuleni-block-2
Knights,gauteng-ekurhuleni-block-2
Marlands,gauteng-ekurhuleni-block-2
Meadowbrook,gauteng-ekurhuleni-block-2
Rustivia,gauteng-ekurhuleni-block-2
South Germiston,gauteng-ekurhuleni-block-2
Sunnyridge,gauteng-ekurhuleni-block-2
Sunnyrock,gauteng-ekurhuleni-block-2
Symhurst,gauteng-ekurhuleni-block-2
Wannenburg,gauteng-ekurhuleni-block-2
Wannenburg Hoogte,gauteng-ekurhuleni-block-2
Wilbart,gauteng-ekurhuleni-block-2
Witfield,gauteng-ekurhuleni-block-2
Woodmere,gauteng-ekurhuleni-block-2
Pomona,gauteng-ekurhuleni-block-3
Bredell,gauteng-ekurhuleni-block-3
Brentwood Park,gauteng-ekurhuleni-block-3
Glen Marais Ext 49:52:89:98,gauteng-ekurhuleni-block-3
Serengeti,gauteng-ekurhuleni-block-3
Kaalfontein,gauteng-ekurhuleni-block-3
Esselen Park,gauteng-ekurhuleni-block-3
Esselen Park Extensions,gauteng-ekurhuleni-block-3
Welgedacht Town,gauteng-ekurhuleni-block-3
Boksburg East,gauteng-ekurhuleni-block-4
Boksburg South,gauteng-ekurhuleni-block-4
Boksburg Cbd,gauteng-ekurhuleni-block-4
Parkrand,gauteng-ekurhuleni-block-4
Farrar Park,gauteng-ekurhuleni-block-4
Parkdene,gauteng-ekurhuleni-block-4
Cinderella,gauteng-ekurhuleni-block-4
Sunward Park,gauteng-ekurhuleni-block-4
Freeway Park,gauteng-ekurhuleni-block-4
Van Dyk Park,gauteng-ekurhuleni-block-4
Salfin,gauteng-ekurhuleni-block-4
Welgadacht,gauteng-ekurhuleni-block-4
Presida,gauteng-ekurhuleni-block-4
Slovo Park,gauteng-ekurhuleni-block-4
Lazerus,gauteng-ekurhuleni-block-4
Dunnottar,gauteng-ekurhuleni-block-4
Palm Ridge,gauteng-ekurhuleni-block-4
Dawn Park,gauteng-ekurhuleni-block-5
Groeneweide,gauteng-ekurhuleni-block-5
Klipportjie,gauteng-ekurhuleni-block-5
Villa Liza,gauteng-ekurhuleni-block-5
Windmill Park,gauteng-ekurhuleni-block-5
Germiston Cbd,gauteng-ekurhuleni-block-5
Lampton,gauteng-ekurhuleni-block-5
Georgetown,gauteng-ekurhuleni-block-5
Simmerfield,gauteng-ekurhuleni-block-5
Clayville,gauteng-ekurhuleni-block-6
Olifantsfontein,gauteng-ekurhuleni-block-6
Winnie Mandela Zone 2:3:4:5:6:7:9:10:11:12,gauteng-ekurhuleni-block-6
Anderbolt,gauteng-ekurhuleni-block-7
Atlasville,gauteng-ekurhuleni-block-7
Bardene,gauteng-ekurhuleni-block-7
Bartletts,gauteng-ekurhuleni-block-7
Beyerspark,gauteng-ekurhuleni-block-7
Boksburg North,gauteng-ekurhuleni-block-7
Boksburg West,gauteng-ekurhuleni-block-7
Clearwater Estate,gauteng-ekurhuleni-block-7
Comet,gauteng-ekurhuleni-block-7
Dayanglen,gauteng-ekurhuleni-block-7
Delmore,gauteng-ekurhuleni-block-7
Hughes,gauteng-ekurhuleni-block-7
Impala Park,gauteng-ekurhuleni-block-7
Jansen Park,gauteng-ekurhuleni-block-7
Janmutsville,gauteng-ekurhuleni-block-7
Jetpark,gauteng-ekurhuleni-block-7
Lilliaton,gauteng-ekurhuleni-block-7
Plantation,gauteng-ekurhuleni-block-7
Ravensklip,gauteng-ekurhuleni-block-7
Ravenswood,gauteng-ekurhuleni-block-7
Westwood,gauteng-ekurhuleni-block-7
Witfield,gauteng-ekurhuleni-block-7
Witkoppie Ridge,gauteng-ekurhuleni-block-7
Bedfordview,gauteng-ekurhuleni-block-8
Springs,gauteng-ekurhuleni-block-8
New Era,gauteng-ekurhuleni-block-8
Horwood,gauteng-ekurhuleni-block-9
Edenvale,gauteng-ekurhuleni-block-9
Selcourt,gauteng-ekurhuleni-block-9
Petit,gauteng-ekurhuleni-block-10
Putfontein,gauteng-ekurhuleni-block-10
Hillcrest,gauteng-ekurhuleni-block-10
Lillyvale,gauteng-ekurhuleni-block-10
Benoni Agriculture Holdings,gauteng-ekurhuleni-block-10
Marister Benoni North,gauteng-ekurhuleni-block-10
Fairleads,gauteng-ekurhuleni-block-10
Cloverdene,gauteng-ekurhuleni-block-10
Chief A Park,gauteng-ekurhuleni-block-10
Rynfield,gauteng-ekurhuleni-block-10
Northmead 1,gauteng-ekurhuleni-block-10
Brentwood Park,gauteng-ekurhuleni-block-10
Daveyton,gauteng-ekurhuleni-block-10
Etwatwa,gauteng-ekurhuleni-block-10
Kingsway,gauteng-ekurhuleni-block-10
Vezi,gauteng-ekurhuleni-block-10
Kunene,gauteng-ekurhuleni-block-10
Thembisa,gauteng-ekurhuleni-block-11
Birch Arces Ext 23 To Ext 32,gauteng-ekurhuleni-block-11
Winnie Mandela Zone 1:8:11,gauteng-ekurhuleni-block-11
Alrode,gauteng-ekurhuleni-block-12
Reiger Park,gauteng-ekurhuleni-block-12
Mapleton,gauteng-ekurhuleni-block-12
Brakpan Cbd,gauteng-ekurhuleni-block-13
Brakpan Surroundings,gauteng-ekurhuleni-block-13
Glen Erasmia Boulevard,gauteng-ekurhuleni-block-14
Terenure,gauteng-ekurhuleni-block-14
Edleen,gauteng-ekurhuleni-block-14
Van Riebeeck Park,gauteng-ekurhuleni-block-14
Birch Acres,gauteng-ekurhuleni-block-14
Kempton West,gauteng-ekurhuleni-block-14
Glen Marais,gauteng-ekurhuleni-block-14
Allen Grove,gauteng-ekurhuleni-block-14
Bonaero Park,gauteng-ekurhuleni-block-14
Nimrod Park,gauteng-ekurhuleni-block-14
Aston Manor,gauteng-ekurhuleni-block-14
Kempton Park Ext 2:4,gauteng-ekurhuleni-block-14
Glen Erasmia,gauteng-ekurhuleni-block-14
Birchleigh,gauteng-ekurhuleni-block-14
Birchleigh North,gauteng-ekurhuleni-block-14
Kempton Park Cbd,gauteng-ekurhuleni-block-14
Kempton Park Extensions,gauteng-ekurhuleni-block-14
Rhodesfield,gauteng-ekurhuleni-block-14
Cresslawn,gauteng-ekurhuleni-block-14
Kelvin Estate,gauteng-ekurhuleni-block-14
Croydon,gauteng-ekurhuleni-block-14
Spartan,gauteng-ekurhuleni-block-14
Thokoza South,gauteng-ekurhuleni-block-15
Kwathema,gauteng-ekurhuleni-block-15
Albertsdal,gauteng-ekurhuleni-block-15
Actonville,gauteng-ekurhuleni-block-16
Wadeville,gauteng-ekurhuleni-block-16
Buhle Park,gauteng-ekurhuleni-block-16
Phumula,gauteng-ekurhuleni-block-16
Roodekop Ext,gauteng-ekurhuleni-block-16
Rondebult,gauteng-ekurhuleni-block-16
Albermale,gauteng-ekurhuleni-block-16
Norton Small Farm,gauteng-ekurhuleni-block-16
Benoni Cbd,gauteng-ekurhuleni-block-16
Mackenzie Park,gauteng-ekurhuleni-block-16
Lakefield,gauteng-ekurhuleni-block-16
Farrarmere,gauteng-ekurhuleni-block-16
Northmead 2,gauteng-ekurhuleni-block-16
Alrode 2,gauteng-ekurhuleni-block-1
Alrode Ext 2:4:5:7:8,gauteng-ekurhuleni-block-1
Arndhart,gauteng-ekurhuleni-block-1
Meyersdal,gauteng-ekurhuleni-block-1
Brackenhurst,gauteng-ekurhuleni-block-1
Brackenhurst North,gauteng-ekurhuleni-block-1
Meyberry Park,gauteng-ekurhuleni-block-1
Thokoza North,gauteng-ekurhuleni-block-1
Alberts Park,gauteng-ekurhuleni-block-1
Randhart,gauteng-ekurhuleni-block-1
Brackendowns Excluding Ext 5,gauteng-ekurhuleni-block-1
Mayberry Park,gauteng-ekurhuleni-block-1
